battery_percentage,distance,total_chargers,occupied_chargers,queue_length,charging_speed,wait_time
33,0.0469,5,5,0,60,15
33,0.0389,3,3,2,60,15
33,0.1775,8,8,0,60,15
12,0.1162,6,6,1,60,15
12,0.1566,4,4,0,60,15
12,0.1315,5,5,0,60,15
12,0.0963,3,3,2,60,15
12,0.0717,8,8,0,60,15
40,0.1065,6,6,1,60,15
40,0.1412,4,4,0,60,15
40,0.1155,5,5,0,60,15
40,0.0882,3,3,2,60,15
40,0.0925,8,8,1,60,15
23,0.0444,6,6,1,60,15
23,0.0985,4,4,0,60,15
23,0.0799,5,5,0,60,15
23,0.0238,3,3,3,60,45
23,0.116,8,8,1,60,15
77,0.0727,6,6,2,60,15
77,0.015,4,4,0,60,15
77,0.0382,5,5,0,60,15
77,0.0903,3,3,3,60,45
77,0.2264,8,8,1,60,15
48,0.1664,6,6,2,60,15
48,0.1975,4,4,1,60,15
48,0.1714,5,5,0,60,15
48,0.148,3,3,3,60,45
48,0.0961,8,8,1,60,15
10,0.1122,6,6,2,60,15
10,0.1446,4,4,1,60,15
10,0.1187,5,5,0,60,15
10,0.0944,3,3,3,60,45
10,0.0962,8,8,2,60,15
37,0.0859,6,6,2,60,15
37,0.0313,4,4,1,60,15
37,0.0427,5,5,0,60,15
37,0.1008,3,3,3,60,45
37,0.2313,8,8,3,60,15
23,0.0699,6,6,2,60,15
23,0.1242,4,4,2,60,15
23,0.1047,5,5,0,60,15
23,0.0495,3,3,3,60,45
23,0.0908,8,8,3,60,15
69,0.0958,6,6,3,60,15
69,0.1136,4,4,2,60,15
69,0.0876,5,5,0,60,15
69,0.0837,3,3,3,60,45
69,0.1342,8,8,3,60,15
37,0.1431,6,6,3,60,15
37,0.1954,4,4,2,60,15
37,0.1735,5,5,1,60,15
37,0.1224,3,3,3,60,45
37,0.0178,8,8,3,60,15
70,0.0812,6,6,3,60,15
70,0.0865,4,4,2,60,15
70,0.0613,5,5,1,60,15
70,0.0755,3,3,3,60,45
70,0.1584,8,8,4,60,15
18,0.0483,6,6,3,60,15
18,0.0816,4,4,2,60,15
18,0.0847,5,5,2,60,15
18,0.0611,3,3,3,60,45
18,0.1834,8,8,4,60,15
59,0.0576,6,0,0,60,0
59,0.1042,4,0,0,60,0
59,0.1019,5,0,0,60,0
59,0.061,3,0,0,60,0
59,0.1628,8,0,0,60,0
14,0.098,6,1,0,60,0
14,0.1358,4,0,0,60,0
14,0.1106,5,0,0,60,0
14,0.0791,3,0,0,60,0
14,0.0895,8,0,0,60,0
7,0.0398,6,1,0,60,0
7,0.0975,4,0,0,60,0
7,0.0851,5,0,0,60,0
7,0.0288,3,0,0,60,0
7,0.1308,8,1,0,60,0
31,0.1305,6,1,0,60,0
31,0.1544,4,0,0,60,0
31,0.1283,5,0,0,60,0
31,0.1147,3,0,0,60,0
31,0.1155,8,2,0,60,0
53,0.0441,6,1,0,60,0
53,0.0999,4,0,0,60,0
53,0.0826,5,0,0,60,0
53,0.0246,3,0,0,60,0
53,0.117,8,3,0,60,0
5,0.1022,6,2,0,60,0
5,0.1579,4,0,0,60,0
5,0.1388,5,0,0,60,0
5,0.0826,3,0,0,60,0
5,0.0641,8,3,0,60,0
22,0.0435,6,2,0,60,0
22,0.1006,4,0,0,60,0
22,0.0847,5,0,0,60,0
22,0.026,3,0,0,60,0
22,0.1197,8,4,0,60,0
9,0.0816,6,2,0,60,0
9,0.0968,4,0,0,60,0
9,0.0708,5,1,0,60,0
9,0.0718,3,0,0,60,0
9,0.1425,8,4,0,60,0
25,0.015,6,2,0,60,0
25,0.0458,4,0,0,60,0
25,0.0318,5,2,0,60,0
25,0.0295,3,0,0,60,0
25,0.1676,8,4,0,60,0
19,0.0441,6,3,0,60,0
19,0.0415,4,0,0,60,0
19,0.0155,5,2,0,60,0
19,0.0508,3,0,0,60,0
19,0.1757,8,4,0,60,0
70,0.0554,6,3,0,60,0
70,0.0953,4,1,0,60,0
70,0.0962,5,2,0,60,0
70,0.0637,3,0,0,60,0
70,0.1756,8,4,0,60,0
47,0.1633,6,4,0,60,0
47,0.2207,4,1,0,60,0
47,0.2081,5,2,0,60,0
47,0.1496,3,0,0,60,0
47,0.1084,8,4,0,60,0
9,0.0393,6,4,0,60,0
9,0.0906,4,1,0,60,0
9,0.0708,5,2,0,60,0
9,0.0185,3,0,0,60,0
9,0.1221,8,5,0,60,0
15,0.0931,6,4,0,60,0
15,0.1152,4,1,0,60,0
15,0.0891,5,2,0,60,0
15,0.0797,3,1,0,60,0
15,0.1265,8,5,0,60,0
40,0.0663,6,4,0,60,0
40,0.0269,4,1,0,60,0
40,0.051,5,3,0,60,0
40,0.0867,3,1,0,60,0
40,0.2262,8,5,0,60,0
81,0.1053,6,4,0,60,0
81,0.1475,4,2,0,60,0
81,0.1229,5,3,0,60,0
81,0.0851,3,1,0,60,0
81,0.0734,8,5,0,60,0
11,0.07,6,4,0,60,0
11,0.0178,4,2,0,60,0
11,0.0275,5,3,0,60,0
11,0.085,3,1,0,60,0
11,0.2169,8,6,0,60,0
35,0.0686,6,4,0,60,0
35,0.1162,4,3,0,60,0
35,0.0937,5,3,0,60,0
35,0.048,3,1,0,60,0
35,0.0959,8,6,0,60,0
21,0.1095,6,4,0,60,0
21,0.1571,4,3,0,60,0
21,0.1548,5,3,0,60,0
21,0.1081,3,2,0,60,0
21,0.1667,8,6,0,60,0
34,0.1661,6,5,0,60,0
34,0.2236,4,3,0,60,0
34,0.2065,5,3,0,60,0
34,0.1486,3,2,0,60,0
34,0.0676,8,6,0,60,0
10,0.0911,6,5,0,60,0
10,0.1181,4,3,0,60,0
10,0.092,5,3,0,60,0
10,0.076,3,2,0,60,0
10,0.1173,8,7,0,60,0
37,0.0927,6,5,0,60,0
37,0.0418,4,3,0,60,0
37,0.0471,5,4,0,60,0
37,0.1058,3,2,0,60,0
37,0.2318,8,7,0,60,0
32,0.092,6,5,0,60,0
32,0.1451,4,4,0,60,15
32,0.1386,5,4,0,60,0
32,0.0863,3,2,0,60,0
32,0.1406,8,7,0,60,0
80,0.1696,6,5,0,60,0
80,0.2259,4,4,0,60,15
80,0.207,5,4,0,60,0
80,0.1506,3,3,0,60,15
80,0.0483,8,7,0,60,0
17,0.0614,6,5,0,60,0
17,0.1192,4,4,0,60,15
17,0.1048,5,4,0,60,0
17,0.0462,3,3,0,60,15
17,0.1107,8,8,0,60,15
5,0.0883,6,6,0,60,15
5,0.099,4,4,0,60,15
5,0.0734,5,4,0,60,0
5,0.0796,3,3,0,60,15
5,0.1487,8,8,0,60,15
56,0.1008,6,6,0,60,15
56,0.1586,4,4,0,60,15
56,0.1443,5,5,0,60,15
56,0.0856,3,3,0,60,15
56,0.0924,8,8,0,60,15
7,0.1668,6,6,0,60,15
7,0.2245,4,4,0,60,15
7,0.2105,5,5,0,60,15
7,0.1518,3,3,1,60,15
7,0.0975,8,8,0,60,15
28,0.0465,6,6,0,60,15
28,0.0759,4,4,0,60,15
28,0.0803,5,5,0,60,15
28,0.0612,3,3,1,60,15
28,0.1872,8,8,1,60,15
36,0.085,6,6,1,60,15
36,0.1385,4,4,0,60,15
36,0.1316,5,5,0,60,15
36,0.0791,3,3,1,60,15
36,0.1385,8,8,1,60,15
38,0.0782,6,6,1,60,15
38,0.1304,4,4,0,60,15
38,0.1246,5,5,0,60,15
38,0.0744,3,3,2,60,15
38,0.1453,8,8,1,60,15
28,0.051,6,6,1,60,15
28,0.1055,4,4,0,60,15
28,0.0976,5,5,0,60,15
28,0.0469,3,3,3,60,45
28,0.1417,8,8,1,60,15
31,0.0863,6,6,2,60,15
31,0.1332,4,4,0,60,15
31,0.1312,5,5,0,60,15
31,0.0867,3,3,3,60,45
31,0.1641,8,8,1,60,15
13,0.1663,6,6,3,60,15
13,0.1969,4,4,0,60,15
13,0.1708,5,5,0,60,15
13,0.1481,3,3,3,60,45
13,0.0981,8,8,1,60,15
11,0.0925,6,6,3,60,15
11,0.1487,4,4,0,60,15
11,0.1304,5,5,0,60,15
11,0.0733,3,3,3,60,45
11,0.0743,8,8,2,60,15
42,0.1245,6,6,3,60,15
42,0.1523,4,4,0,60,15
42,0.1262,5,5,0,60,15
42,0.1077,3,3,3,60,45
42,0.1054,8,8,3,60,15
8,0.1484,6,6,3,60,15
8,0.2061,4,4,0,60,15
8,0.1924,5,5,0,60,15
8,0.1338,3,3,3,60,45
8,0.0951,8,8,4,60,15
21,0.1135,6,6,3,60,15
21,0.1702,4,4,0,60,15
21,0.1523,5,5,0,60,15
21,0.0949,3,3,3,60,45
21,0.0627,8,8,5,60,15
55,0.0353,6,0,0,60,0
55,0.0241,4,0,0,60,0
55,0.0284,5,0,0,60,0
55,0.0548,3,0,0,60,0
55,0.1939,8,0,0,60,0
33,0.0771,6,1,0,60,0
33,0.0852,4,0,0,60,0
33,0.0988,5,0,0,60,0
33,0.0943,3,0,0,60,0
33,0.2212,8,0,0,60,0
47,0.0306,6,1,0,60,0
47,0.0748,4,0,0,60,0
47,0.0724,5,0,0,60,0
47,0.0418,3,0,0,60,0
47,0.1682,8,1,0,60,0
27,0.0552,6,2,0,60,0
27,0.1071,4,0,0,60,0
27,0.0866,5,0,0,60,0
27,0.0343,3,0,0,60,0
27,0.1056,8,1,0,60,0
67,0.1582,6,2,0,60,0
67,0.2093,4,0,0,60,0
67,0.1867,5,0,0,60,0
67,0.1374,3,0,0,60,0
67,0.0041,8,2,0,60,0
49,0.0359,6,2,0,60,0
49,0.0747,4,0,0,60,0
49,0.0748,5,0,0,60,0
49,0.0487,3,0,0,60,0
49,0.1748,8,3,0,60,0
38,0.1588,6,2,0,60,0
38,0.1912,4,0,0,60,0
38,0.1652,5,1,0,60,0
38,0.1402,3,0,0,60,0
38,0.0903,8,3,0,60,0
27,0.0784,6,2,0,60,0
27,0.1122,4,0,0,60,0
27,0.0868,5,1,0,60,0
27,0.0616,3,0,0,60,0
27,0.1106,8,4,0,60,0
43,0.084,6,3,0,60,0
43,0.0925,4,0,0,60,0
43,0.067,5,1,0,60,0
43,0.0766,3,0,0,60,0
43,0.153,8,4,0,60,0
9,0.039,6,3,0,60,0
9,0.0306,4,0,0,60,0
9,0.0407,5,2,0,60,0
9,0.0598,3,0,0,60,0
9,0.1994,8,4,0,60,0
61,0.0289,6,3,0,60,0
61,0.0855,4,1,0,60,0
61,0.0698,5,2,0,60,0
61,0.0111,3,0,0,60,0
61,0.1321,8,4,0,60,0
54,0.0079,6,3,0,60,0
54,0.0529,4,1,0,60,0
54,0.0452,5,2,0,60,0
54,0.0287,3,1,0,60,0
54,0.1679,8,4,0,60,0
10,0.1573,6,4,0,60,0
10,0.1899,4,1,0,60,0
10,0.1639,5,2,0,60,0
10,0.1386,3,1,0,60,0
10,0.0892,8,4,0,60,0
13,0.0942,6,4,0,60,0
13,0.0931,4,1,0,60,0
13,0.0693,5,2,0,60,0
13,0.0894,3,1,0,60,0
13,0.1677,8,5,0,60,0
33,0.15,6,4,0,60,0
33,0.2078,4,1,0,60,0
33,0.1932,5,3,0,60,0
33,0.1345,3,1,0,60,0
33,0.0867,8,5,0,60,0
53,0.0709,6,4,0,60,0
53,0.0455,4,1,0,60,0
53,0.0278,5,3,0,60,0
53,0.078,3,1,0,60,0
53,0.1953,8,6,0,60,0
53,0.1045,6,4,0,60,0
53,0.1611,4,2,0,60,0
53,0.1431,5,3,0,60,0
53,0.0857,3,1,0,60,0
53,0.0677,8,6,0,60,0
28,0.1122,6,4,0,60,0
28,0.1353,4,2,0,60,0
28,0.1092,5,3,0,60,0
28,0.0974,3,1,0,60,0
28,0.1196,8,7,0,60,0
26,0.0984,6,4,0,60,0
26,0.1381,4,2,0,60,0
26,0.1403,5,3,0,60,0
26,0.1028,3,2,0,60,0
26,0.1868,8,7,0,60,0
21,0.0469,6,5,0,60,0
21,0.0451,4,2,0,60,0
21,0.0576,5,3,0,60,0
21,0.0676,3,2,0,60,0
21,0.2055,8,7,0,60,0
48,0.0875,6,5,0,60,0
48,0.1146,4,3,0,60,0
48,0.0886,5,3,0,60,0
48,0.0725,3,2,0,60,0
48,0.1184,8,7,0,60,0
60,0.0772,6,5,0,60,0
60,0.1093,4,3,0,60,0
60,0.1145,5,4,0,60,0
60,0.087,3,2,0,60,0
60,0.1941,8,7,0,60,0
25,0.062,6,6,0,60,15
25,0.0228,4,3,0,60,0
25,0.0463,5,4,0,60,0
25,0.0823,3,2,0,60,0
25,0.2217,8,7,0,60,0
43,0.0649,6,6,0,60,15
43,0.1193,4,4,0,60,15
43,0.1115,5,4,0,60,0
43,0.0591,3,2,0,60,0
43,0.1374,8,7,0,60,0
49,0.1168,6,6,0,60,15
49,0.142,4,4,0,60,15
49,0.1159,5,4,0,60,0
49,0.1011,3,3,0,60,15
49,0.1137,8,7,0,60,0
56,0.1352,6,6,0,60,15
56,0.1924,4,4,0,60,15
56,0.1804,5,4,0,60,0
56,0.1222,3,3,0,60,15
56,0.1056,8,8,0,60,15
5,0.0639,6,6,0,60,15
5,0.0737,4,4,0,60,15
5,0.0477,5,5,0,60,15
5,0.059,3,3,0,60,15
5,0.1558,8,8,0,60,15
39,0.0644,6,6,0,60,15
39,0.0907,4,4,0,60,15
39,0.0649,5,5,1,60,15
39,0.052,3,3,0,60,15
39,0.1321,8,8,0,60,15
6,0.0511,6,6,0,60,15
6,0.0404,4,4,0,60,15
6,0.0149,5,5,1,60,15
6,0.0581,3,3,1,60,15
6,0.1811,8,8,0,60,15
12,0.0766,6,6,0,60,15
12,0.1005,4,4,0,60,15
12,0.0744,5,5,2,60,15
12,0.0638,3,3,1,60,15
12,0.1295,8,8,0,60,15
33,0.0408,6,6,0,60,15
33,0.0895,4,4,0,60,15
33,0.0855,5,5,2,60,15
33,0.0455,3,3,2,60,15
33,0.1597,8,8,0,60,15
59,0.0285,6,6,1,60,15
59,0.0409,4,4,0,60,15
59,0.0204,5,5,2,60,15
59,0.0383,3,3,2,60,15
59,0.1711,8,8,0,60,15
34,0.0475,6,6,1,60,15
34,0.0156,4,4,0,60,15
34,0.011,5,5,3,60,15
34,0.0627,3,3,2,60,15
34,0.1972,8,8,0,60,15
33,0.0987,6,6,1,60,15
33,0.1291,4,4,0,60,15
33,0.1032,5,5,4,60,15
33,0.082,3,3,2,60,15
33,0.1066,8,8,0,60,15
24,0.1081,6,6,1,60,15
24,0.1612,4,4,0,60,15
24,0.1547,5,5,4,60,15
24,0.1017,3,3,3,60,45
24,0.1413,8,8,0,60,15
81,0.1096,6,6,2,60,15
81,0.1673,4,4,0,60,15
81,0.1529,5,5,4,60,15
81,0.0942,3,3,3,60,45
81,0.0889,8,8,0,60,15
7,0.0973,6,6,2,60,15
7,0.0542,4,4,0,60,15
7,0.0507,5,5,4,60,15
7,0.1072,3,3,3,60,45
7,0.2254,8,8,1,60,15
5,0.1633,6,6,2,60,15
5,0.2171,4,4,0,60,15
5,0.1959,5,5,5,60,45
5,0.143,3,3,3,60,45
5,0.0182,8,8,1,60,15
5,0.0667,6,6,2,60,15
5,0.1095,4,4,0,60,15
5,0.1094,5,5,5,60,45
5,0.0717,3,3,3,60,45
5,0.1717,8,8,2,60,15
5,0.1119,6,6,3,60,15
5,0.1642,4,4,0,60,15
5,0.1584,5,5,5,60,45
5,0.1064,3,3,3,60,45
5,0.1468,8,8,2,60,15
8,0.116,6,6,4,60,15
8,0.1722,4,4,0,60,15
8,0.1535,5,5,5,60,45
8,0.0969,3,3,3,60,45
8,0.0564,8,8,2,60,15
79,0.1286,6,6,4,60,15
79,0.1827,4,4,0,60,15
79,0.162,5,5,5,60,45
79,0.1083,3,3,3,60,45
79,0.0357,8,8,3,60,15
17,0.1468,6,6,4,60,15
17,0.2045,4,4,0,60,15
17,0.1908,5,5,5,60,45
17,0.1321,3,3,3,60,45
17,0.0936,8,8,4,60,15
29,0.1232,6,6,4,60,15
29,0.1805,4,4,0,60,15
29,0.1637,5,5,5,60,45
29,0.1055,3,3,3,60,45
29,0.0669,8,8,5,60,15
51,0.0785,6,6,4,60,15
51,0.1234,4,4,0,60,15
51,0.1224,5,5,5,60,45
51,0.0809,3,3,3,60,45
51,0.1685,8,8,6,60,15
56,0.0323,6,6,5,60,15
56,0.0805,4,4,0,60,15
56,0.0764,5,5,5,60,45
56,0.0399,3,3,3,60,45
56,0.1621,8,8,6,60,15
55,0.1332,6,6,6,60,45
55,0.1899,4,4,0,60,15
55,0.179,5,5,5,60,45
55,0.1214,3,3,3,60,45
55,0.1146,8,8,6,60,15
45,0.0687,6,0,0,60,0
45,0.0998,4,0,0,60,0
45,0.0743,5,0,0,60,0
45,0.0536,3,0,0,60,0
45,0.1217,8,0,0,60,0
52,0.0691,6,0,0,60,0
52,0.1201,4,0,0,60,0
52,0.0988,5,0,0,60,0
52,0.0481,3,0,0,60,0
52,0.0921,8,1,0,60,0
22,0.115,6,0,0,60,0
22,0.1331,4,0,0,60,0
22,0.1448,5,0,0,60,0
22,0.1278,3,0,0,60,0
22,0.2351,8,2,0,60,0
28,0.0288,6,1,0,60,0
28,0.0339,4,0,0,60,0
28,0.0178,5,0,0,60,0
28,0.0426,3,0,0,60,0
28,0.178,8,2,0,60,0
32,0.123,6,1,0,60,0
32,0.1807,4,0,0,60,0
32,0.1655,5,1,0,60,0
32,0.1068,3,0,0,60,0
32,0.0799,8,2,0,60,0
24,0.1827,6,1,0,60,0
24,0.2405,4,0,0,60,0
24,0.2255,5,1,0,60,0
24,0.1668,3,0,0,60,0
24,0.0948,8,3,0,60,0
19,0.0996,6,1,0,60,0
19,0.0591,4,0,0,60,0
19,0.0534,5,1,0,60,0
19,0.1084,3,0,0,60,0
19,0.2236,8,4,0,60,0
69,0.1734,6,2,0,60,0
69,0.211,4,0,0,60,0
69,0.1853,5,1,0,60,0
69,0.1536,3,0,0,60,0
69,0.0733,8,4,0,60,0
18,0.1531,6,2,0,60,0
18,0.1826,4,0,0,60,0
18,0.1565,5,1,0,60,0
18,0.1354,3,0,0,60,0
18,0.0996,8,5,0,60,0
51,0.1051,6,2,0,60,0
51,0.1556,4,0,0,60,0
51,0.1334,5,1,0,60,0
51,0.0841,3,0,0,60,0
51,0.0563,8,6,0,60,0
25,0.0517,6,3,0,60,0
25,0.0932,4,0,0,60,0
25,0.0932,5,1,0,60,0
25,0.0596,3,0,0,60,0
25,0.1724,8,6,0,60,0
9,0.1025,6,3,0,60,0
9,0.1508,4,1,0,60,0
9,0.148,5,1,0,60,0
9,0.1008,3,0,0,60,0
9,0.1623,8,6,0,60,0
6,0.187,6,3,0,60,0
6,0.2447,4,1,0,60,0
6,0.2285,5,2,0,60,0
6,0.1701,3,0,0,60,0
6,0.0862,8,6,0,60,0
34,0.0968,6,3,0,60,0
34,0.1345,4,1,0,60,0
34,0.1376,5,2,0,60,0
34,0.1025,3,0,0,60,0
34,0.1911,8,7,0,60,0
34,0.1476,6,4,0,60,0
34,0.2053,4,1,0,60,0
34,0.1897,5,2,0,60,0
34,0.1312,3,0,0,60,0
34,0.077,8,7,0,60,0
25,0.0368,6,4,0,60,0
25,0.0212,4,1,0,60,0
25,0.019,5,2,0,60,0
25,0.0542,3,1,0,60,0
25,0.1917,8,7,0,60,0
11,0.0903,6,4,0,60,0
11,0.1014,4,1,0,60,0
11,0.0758,5,3,0,60,0
11,0.0813,3,1,0,60,0
11,0.1478,8,7,0,60,0
27,0.0692,6,4,0,60,0
27,0.1196,4,2,0,60,0
27,0.1151,5,3,0,60,0
27,0.0679,3,1,0,60,0
27,0.1523,8,7,0,60,0
34,0.1213,6,4,0,60,0
34,0.1782,4,2,0,60,0
34,0.1668,5,3,0,60,0
34,0.109,3,2,0,60,0
34,0.1093,8,7,0,60,0
29,0.0942,6,5,0,60,0
29,0.1519,4,2,0,60,0
29,0.1373,5,3,0,60,0
29,0.0786,3,2,0,60,0
29,0.0924,8,7,0,60,0
10,0.0333,6,5,0,60,0
10,0.0523,4,2,0,60,0
10,0.0573,5,3,0,60,0
10,0.053,3,3,0,60,15
10,0.1893,8,7,0,60,0
46,0.084,6,5,0,60,0
46,0.1244,4,3,0,60,0
46,0.0998,5,3,0,60,0
46,0.0647,3,3,0,60,15
46,0.0938,8,7,0,60,0
17,0.0984,6,5,0,60,0
17,0.1455,4,3,0,60,0
17,0.1221,5,4,0,60,0
17,0.0776,3,3,0,60,15
17,0.0681,8,7,0,60,0
34,0.1282,6,5,0,60,0
34,0.1758,4,3,0,60,0
34,0.1522,5,4,0,60,0
34,0.1073,3,3,0,60,15
34,0.0409,8,8,0,60,15
39,0.0708,6,6,0,60,15
39,0.0959,4,3,0,60,0
39,0.0699,5,4,0,60,0
39,0.0581,3,3,0,60,15
39,0.1303,8,8,0,60,15
34,0.1429,6,6,0,60,15
34,0.1999,4,3,0,60,0
34,0.1884,5,5,0,60,15
34,0.1304,3,3,0,60,15
34,0.112,8,8,0,60,15
33,0.0511,6,6,0,60,15
33,0.0154,4,4,0,60,15
33,0.0108,5,5,0,60,15
33,0.0659,3,3,0,60,15
33,0.1993,8,8,0,60,15
33,0.0486,6,6,0,60,15
33,0.106,4,4,0,60,15
33,0.0941,5,5,1,60,15
33,0.0376,3,3,0,60,15
33,0.1272,8,8,0,60,15
54,0.0087,6,6,0,60,15
54,0.0658,4,4,0,60,15
54,0.0553,5,5,1,60,15
54,0.0185,3,3,1,60,15
54,0.1555,8,8,0,60,15
10,0.0572,6,6,1,60,15
10,0.115,4,4,0,60,15
10,0.1007,5,5,1,60,15
10,0.0422,3,3,1,60,15
10,0.1139,8,8,0,60,15
30,0.151,6,6,1,60,15
30,0.1839,4,4,0,60,15
30,0.1579,5,5,1,60,15
30,0.1324,3,3,2,60,15
30,0.0878,8,8,0,60,15
38,0.0069,6,6,1,60,15
38,0.06,4,4,0,60,15
38,0.0515,5,5,1,60,15
38,0.0245,3,3,2,60,15
38,0.1624,8,8,1,60,15
63,0.0588,6,6,2,60,15
63,0.1131,4,4,0,60,15
63,0.0939,5,5,1,60,15
63,0.0383,3,3,2,60,15
63,0.1017,8,8,1,60,15
5,0.0868,6,6,2,60,15
5,0.139,4,4,0,60,15
5,0.1333,5,5,1,60,15
5,0.0825,3,3,3,60,45
5,0.1452,8,8,1,60,15
7,0.0677,6,6,3,60,15
7,0.0868,4,4,0,60,15
7,0.0606,5,5,1,60,15
7,0.0581,3,3,3,60,45
7,0.1413,8,8,1,60,15
31,0.02,6,6,3,60,15
31,0.0393,4,4,0,60,15
31,0.027,5,5,2,60,15
31,0.0361,3,3,3,60,45
31,0.1741,8,8,1,60,15
23,0.136,6,6,4,60,15
23,0.1926,4,4,0,60,15
23,0.1744,5,5,2,60,15
23,0.1173,3,3,3,60,45
23,0.0518,8,8,1,60,15
19,0.1141,6,6,4,60,15
19,0.1644,4,4,0,60,15
19,0.1602,5,5,2,60,15
19,0.1103,3,3,3,60,45
19,0.1569,8,8,2,60,15
29,0.0461,6,6,5,60,15
29,0.079,4,4,0,60,15
29,0.0821,5,5,2,60,15
29,0.0594,3,3,3,60,45
29,0.1833,8,8,2,60,15
5,0.1444,6,6,6,60,45
5,0.1818,4,4,0,60,15
5,0.1562,5,5,2,60,15
5,0.1248,3,3,3,60,45
5,0.0716,8,8,2,60,15
30,0.1178,6,6,6,60,45
30,0.1639,4,4,0,60,15
30,0.14,5,5,2,60,15
30,0.097,3,3,3,60,45
30,0.0535,8,8,3,60,15
27,0.1185,6,6,6,60,45
27,0.1749,4,4,0,60,15
27,0.1645,5,5,2,60,15
27,0.1075,3,3,3,60,45
27,0.1172,8,8,4,60,15
54,0.0321,6,6,6,60,45
54,0.0292,4,4,0,60,15
54,0.0329,5,5,2,60,15
54,0.0523,3,3,3,60,45
54,0.1918,8,8,5,60,15
13,0.0547,6,0,0,60,0
13,0.1124,4,0,0,60,0
13,0.0994,5,0,0,60,0
13,0.0417,3,0,0,60,0
13,0.1199,8,0,0,60,0
6,0.1086,6,0,0,60,0
6,0.1636,4,0,0,60,0
6,0.1551,5,0,0,60,0
6,0.0998,3,0,0,60,0
6,0.1288,8,1,0,60,0
10,0.1026,6,0,0,60,0
10,0.1361,4,0,0,60,0
10,0.1103,5,0,0,60,0
10,0.0848,3,0,0,60,0
10,0.0974,8,2,0,60,0
9,0.0506,6,0,0,60,0
9,0.0324,4,0,0,60,0
9,0.049,5,0,0,60,0
9,0.0715,3,0,0,60,0
9,0.211,8,3,0,60,0
43,0.0767,6,1,0,60,0
43,0.1117,4,0,0,60,0
43,0.1156,5,0,0,60,0
43,0.0852,3,0,0,60,0
43,0.1891,8,3,0,60,0
7,0.1101,6,2,0,60,0
7,0.1663,4,0,0,60,0
7,0.1563,5,0,0,60,0
7,0.0996,3,0,0,60,0
7,0.1192,8,3,0,60,0
20,0.151,6,2,0,60,0
20,0.2044,4,0,0,60,0
20,0.183,5,0,0,60,0
20,0.1306,3,0,0,60,0
20,0.0162,8,4,0,60,0
52,0.0909,6,2,0,60,0
52,0.0685,4,0,0,60,0
52,0.0511,5,0,0,60,0
52,0.0942,3,0,0,60,0
52,0.1974,8,5,0,60,0
36,0.0959,6,2,0,60,0
36,0.1223,4,0,0,60,0
36,0.1303,5,1,0,60,0
36,0.1067,3,0,0,60,0
36,0.2116,8,5,0,60,0
11,0.1137,6,3,0,60,0
11,0.1416,4,0,0,60,0
11,0.1155,5,1,0,60,0
11,0.0972,3,0,0,60,0
11,0.1074,8,5,0,60,0
51,0.0551,6,3,0,60,0
51,0.0027,4,0,0,60,0
51,0.0244,5,2,0,60,0
51,0.0727,3,0,0,60,0
51,0.2093,8,5,0,60,0
14,0.0641,6,3,0,60,0
14,0.1027,4,1,0,60,0
14,0.0782,5,2,0,60,0
14,0.0465,3,0,0,60,0
14,0.1132,8,5,0,60,0
25,0.0761,6,3,0,60,0
25,0.1255,4,1,0,60,0
25,0.1033,5,2,0,60,0
25,0.0552,3,1,0,60,0
25,0.0864,8,5,0,60,0
33,0.0968,6,4,0,60,0
33,0.1404,4,1,0,60,0
33,0.1162,5,2,0,60,0
33,0.0765,3,1,0,60,0
33,0.0768,8,5,0,60,0
73,0.0454,6,4,0,60,0
73,0.1022,4,1,0,60,0
73,0.0917,5,2,0,60,0
73,0.0373,3,1,0,60,0
73,0.1338,8,6,0,60,0
50,0.0668,6,4,0,60,0
50,0.095,4,1,0,60,0
50,0.0693,5,2,0,60,0
50,0.0532,3,2,0,60,0
50,0.1276,8,6,0,60,0
22,0.1461,6,4,0,60,0
22,0.187,4,1,0,60,0
22,0.1618,5,3,0,60,0
22,0.1259,3,2,0,60,0
22,0.0582,8,6,0,60,0
10,0.0498,6,4,0,60,0
10,0.0507,4,1,0,60,0
10,0.0632,5,3,0,60,0
10,0.0701,3,2,0,60,0
10,0.2068,8,7,0,60,0
17,0.0821,6,4,0,60,0
17,0.109,4,2,0,60,0
17,0.1164,5,3,0,60,0
17,0.0936,3,2,0,60,0
17,0.204,8,7,0,60,0
10,0.0234,6,5,0,60,0
10,0.0561,4,2,0,60,0
10,0.0558,5,3,0,60,0
10,0.0422,3,2,0,60,0
10,0.1782,8,7,0,60,0
24,0.0281,6,5,0,60,0
24,0.0542,4,2,0,60,0
24,0.032,5,4,0,60,0
24,0.0298,3,2,0,60,0
24,0.158,8,7,0,60,0
21,0.107,6,5,0,60,0
21,0.1485,4,3,0,60,0
21,0.1237,5,4,0,60,0
21,0.0869,3,2,0,60,0
21,0.0741,8,7,0,60,0
36,0.0372,6,5,0,60,0
36,0.0741,4,3,0,60,0
36,0.075,5,4,0,60,0
36,0.0505,3,2,0,60,0
36,0.1771,8,8,0,60,15
47,0.1355,6,6,0,60,15
47,0.1931,4,3,0,60,0
47,0.1765,5,4,0,60,0
47,0.1183,3,2,0,60,0
47,0.0679,8,8,0,60,15
26,0.0168,6,6,0,60,15
26,0.0436,4,3,0,60,0
